Job #,Borough,House #,Street Name,Block,Lot,Bin #,Job Type,Community - Board,Curb Cut,Fully Permitted,Initial Cost,Proposed Zoning Sqft,Horizontal Enlrgmt,Vertical Enlrgmt,Enlargement SQ Footage,Zoning Dist1,Job Description
401730891,Queens,153-90,ROCKAWAY BOULEVARD,12137,20,4263211,A2,412,,2004-05-25,70000.0,0,,,0,,"Propose to file for conversion of existing Modified Class 'J-1' Communication and Alarm System to an Individually Coded Fire Alarm System and additions to the system as per plans submitted herewith, due to change of occupancy to a J -2 Apartment House.  No change in occupancy, use or egress."
120490352,Manhattan,560,W 149 ST.,2080,55,1062058,A2,109,,2010-11-18,78000.0,0,,,0,R7-2,"TO RENOVATE EXISTING RESIDENTIAL APARTMENT. THE WORK TO RELOCATE WALL, INSTALL PLUMBING FIXTURES AND REPLACE ROOF."
102517803,Manhattan,335,WEST   87 STREET,1249,7501,1033963,A2,107,,2001-08-20,57000.0,0,,,0,R8,"Apartment renovation to include construc tion of new partitions and fini modify  plumbing and ventilation, instal l new convenience stair to recreation room as shown on plans filed herewith. No change in use, egress or occupancy. COMBINATION OF APARTMENTS ON BASEMENT AN D 1ST FLOOR."
120492225,Manhattan,50,WEST 67TH STREET,1119,50,1028234,A2,107,,2011-01-04,45000.0,0,,,0,C4-7,"RENOVATE APARTMENT #7B ON THE 7TH FLOOR. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
102518713,Manhattan,65,WEST   13 STREET,0,0,1009706,A2,102,,2001-07-23,66000.0,0,,,0,C6-2,"Apartment renovation to include construction of new partitions and finishes, modify plumbing and ventilation as shown on plans filed herewith.  No change in use, egress or occupancy."
102519071,Manhattan,400,WEST END AVENUE,1227,1,1032622,A2,107,,2001-08-08,80000.0,0,,,0,R10A,"Filing herewith for apartment renovation including interior demoltion, new partitions, and plumbing modifications as per plans. No change to use egress or occupancy."
121839895,Manhattan,1,IRVING PLACE,870,7501,1083247,A2,105,,2014-02-07,85000.0,0,,,0,C6-4,"RENOVATION OF APARTMENT V15B. ARCHITECTURAL AND PLUMBING WORKS AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
123177338,Manhattan,565,WEST 175 ST,2133,26,1063224,A2,112,,2018-02-21,75000.0,0,,,0,R7-2,"INTERIOR RENOVATION OF APARTMENT 43 ON FLOOR 004. PLUMBING AS PER SCHEDULE B. NO CHANGE IN USE, BULK, EGRESS OR OCCUPANCY."
321701342,Brooklyn,53,WOODBINE ST.,3349,1,3076547,A2,304,,2018-02-05,44000.0,0,,,0,R6,INTERIOR RENOVATION OF APARTMENT. MINOR PLUMBING WORK. NO CHANGE IN USE EGRESS AND OCCUPANCY.
102519669,Manhattan,180,WEST END AVENUE,1158,7502,1070696,A2,107,,2002-10-15,40000.0,0,,,0,R8,"MINOR PARTITION, PLUMBING                WORK. COMBINE TWO APARTMENTS (16C AND 16D) INTO ONE UNDER TPPN 3/97. NO CHANGE IN EGRESS,USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION."
120499647,Manhattan,56,7TH AVE.,618,33,1011112,A2,102,,2010-11-03,40000.0,0,,,0,C6-3A,APARTMENT RENOVATION AT APT 2A.REPLACE FLOOR AND WALL FINISHES. REPLACE EXISTING PLUMBING FIXTURES AT EXISTING ROUGHING LOCATION. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE.
120499656,Manhattan,165,EAST 66TH STREET,1401,33,1042464,A2,108,,2010-11-15,40000.0,0,,,0,C1-9,APARTMENT RENOVATION AT APT #8F. REPLACE WALL AND FLOOR FINISHES. MODIFY EXISTING PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLAN. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE.
102520737,Manhattan,60,EAST    8 STREET,548,7501,1080855,A2,102,,2001-06-26,80000.0,0,,,0,C1-7,"Combination and renovation of three (3) Class 'A' apartments into one (1) Class 'A' apartment.  Work to include architectural and plumbing modifications as per plans filed herewith.  There will be no change to use, egress or occupancy."
120498988,Manhattan,165,EAST 66TH STREET,1401,33,1042464,A2,108,,2010-12-14,40000.0,0,,,0,C1-9,APARTMENT RENOVATION AT APT #9C. REPLACE WALL AND FLOOR FINISHES. MODIFY EXISTING PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLAN. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE.
121804681,Manhattan,263,WEST END AVE,1184,10,1030987,A2,107,,2014-01-03,60000.0,0,,,0,R10A,APPLICATION FOR RENOVATION TO EXISTING APARTMENT. NO CHANGE TO USE EGRESS OR OCCUPANCY.
140727774,Manhattan,400,EAST 57TH STREET,1368,1,1040466,A2,106,,2018-01-18,55000.0,0,,,0,R10,"MINOR RENOVATION OF APARTMENT 3L. ARCHITECTURAL AND PLUMBING WORKS AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
102521521,Manhattan,164,WEST   79 STREET,1150,56,1030265,A2,107,,2002-07-30,60000.0,0,,,0,R10A,For Combination of apartments on the 14th floor including plumbind and mechanical work as per plans herewith.          No change in use egress or occupancy
140728265,Manhattan,225,WEST 23 STREET,773,27,1014148,A2,104,,2018-01-23,40000.0,0,,,0,C2-7A,INTERIOR RENOVATION FOR APARTMENT 6K AS PER PLANS FILED  HEREWITH.
140728274,Manhattan,225,WEST 23 STREET,773,27,1014148,A2,104,,2018-01-23,45000.0,0,,,0,C2-7A,INTERIOR RENOVATION FOR APARTMENT 7C AS PER PLANS FILED  HEREWITH.
320121015,Brooklyn,125,7TH AVENUE,1067,1,3024728,A2,306,,2010-03-26,44000.0,0,,,0,R6A,"INTERIOR RENOVATION OF EXISTING APARTMENT. REPLACE AND INSTALL NEW PLUMBING FIXTURES. NO CHANGE TO OCCUPANCY, USE OR EGRESS."
120501028,Manhattan,316,WEST 79TH STREET,1186,91,1031130,A2,107,,2010-12-02,50000.0,0,,,0,R10A,INSTALL NEW GAS PIPING AT BASEMENT AND CONNECT TO EXISTING GAS RISERS. INSTALL NEW MASTER GAS METERS AND REMOVE INDIVIDUAL APARTMENT METERS. REVIEW REQUESTED UNDER 2008 BUILDING CODE AS PER PLANS. NO CHANGE IN EGRESS OR OCCUPANCY
102522156,Manhattan,2593,8 AVENUE,2041,48,1060669,A2,110,,2001-11-26,80000.0,0,,,0,C1-1,"Interior renovation of existing apartments, including partitions adn plumbing work. No change in use, occupancy or egress."
121859480,Manhattan,945,COLUMBUS AVENUE,1842,3,1055644,A2,107,,2014-10-21,55000.0,0,,,0,R8A,"INTERIOR RENOVATION TO EXISTING APARTMENTS. SCOPE INCLUDES RELOCATION OF EXISTING PLUMBING AND NEW NON-LOAD BEARING PARTITIONS. NO CHANGE TO USE, EGRESS, AND OCCUPANCY."
121839403,Manhattan,334,EAST 6 STREET,447,23,1006239,A2,103,,2014-12-10,43000.0,0,,,0,R8B,"RENOVATION OF EXISTING APARTMENT 2 ON FIRST FLOOR.PARTITION AND PLUMBING WORK AS PER PLANS.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
321157902,Brooklyn,218,SOUTH 3 STREET,2433,12,3063298,A2,301,,2015-08-13,60000.0,0,,,0,R6,"RENOVATION OF EXISTING APARTMENT #25 ON FOURTH FLOOR, MINOR PARTITION AND PLUMBING WORK AS PER PLANS.NO CHANGE IN USE, EGRESS OR OCCUPANCY."
121859471,Manhattan,470,WEST 24TH STREET,721,7501,1067979,A2,104,,2014-01-30,80000.0,0,,,0,R8A,"INTERIOR RENOVATION TO APARTMENT 7I. REPLACE EXISTING PLUMBING FIXTURES IN KITCHEN &amp; BATHROOM AS SHOWN ON DRAWINGS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
102523137,Manhattan,535,EAST   86 STREET,1583,15,1051265,A2,108,,2001-07-31,75000.0,0,,,0,R10A,"Renovation of an existing apartment, minor partition and plumbing work as per plans. No change to use, egress or occupancy under this application."
220615387,Bronx,1534,SELWYN AVE,2820,9,2007823,A2,204,,2018-01-08,40000.0,0,,,0,R7-1,"INTERIOR RENOVATION OF EXISTING APARTMENT (#2-E) ON SECOND FLOOR ALL AS PER PLANS SUBMITTED. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
120504837,Manhattan,675,ACADEMY STREET,2238,1,1064950,A1,112,,2011-08-18,80000.0,64205,,,0,R7-2,"CONVERT EXISTING USE GROUP 4 DOCTORS OFFICE, TO USE GROUP 2 RESIDENTIAL APARTMENT  #AA IN CELLAR. ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH."
102523538,Manhattan,255,WEST   84 STREET,1232,7501,1033104,A2,107,,2001-06-06,50000.0,0,,,0,C4-6A,"APARTMENT 9A:  PERFORM MINOR INTERIOR DEMOLITION, ERECT PARTITIONS AND INSTALL SANITARY FACILITIES AS PER PLANS FILED HEREWITH.  NO CHANGE TO USE, OCCUPANCY, ZONING, FIREPROTECTION OR EGRESS."
123258045,Manhattan,511,EAST 12 STREET,406,59,1076993,A2,103,,2018-02-02,50000.0,0,,,0,R8B,"RENOVATE APARTMENT 1R ON THE FIRST FLOOR. MINOR PARTITION AND PLUMBING WORK. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
401732611,Queens,76-18,69 PLACE,3706,51,4530846,A1,405,X,2003-12-19,480000.0,0,,,0,R5,GUT RENOVATION OF EXISTING MANUFACTURING BUILDING FOR CONVERSTION T IDENTIAL APARTMENTS AND OBTAIN NEW CERTI FICATE OF OCCUYPANCY ALL AS PER PLA ED.
121811575,Manhattan,170,DUANE STREET,141,7503,1001529,A2,101,,2014-03-05,50000.0,0,,,0,C6-2A,"INTERIOR RENOVATION OF APARTMENT # 2 INCLUDING GENERAL CONSTRUCTION AND PLUMBING WORK TYPE AS PER PLANS SUBMITTED HEREWITH, NO CHANGE IN USE, EGRESS OR OCCUPANCY"
321156057,Brooklyn,4,WATER STREET,35,7501,3391190,A2,302,,2016-03-29,40000.0,0,,,0,M2-1,"RENOVATION OF AN EXISTING APARTMENT MINOR EXTERIOR ARCHITECTURAL WORK AS PER PLANS FILED HEREWITH.  NO CHANGE TO USE, EGRESS OR OCCUPANCY."
120247410,Manhattan,33,EAST END AVENUE,1589,23,1051378,A2,108,,2010-08-16,60000.0,0,,,0,R10A,"RENOVATION OF EXISTING APARTMENT 4B ON THE 4TH FLOOR. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
120506871,Manhattan,18,WEST 70 STREET,1122,40,1028511,A2,107,,2010-11-09,80000.0,0,,,0,R8B,"INTERIOR RENOVATION OF APARTMENT 2C, RELATED PARTITIONS AND PLUMBING WORK. NO CHANGE TO OCCUPANCY, USE OR EGRESS"
120489836,Manhattan,107,WEST 25 STREET,801,30,1015010,A2,104,,2010-12-15,75000.0,0,,,0,M1-6,FILING HEREWITH INTERIOR RENOVATIONS TO EXISTING APARTMENT TO INCLUDE GENERAL CONSTRUCTION AND MINOR PLUMBING. NO CHANGE TO USE EGRESS OR OCCUPANCY.
102524840,Manhattan,27,EAST   65 STREET,1380,23,1041128,A2,108,,2001-04-13,45000.0,0,,,0,C5-1,"Renovation of apartment #9c and creating new entry between apartments 9B &amp; 9C. Install new 3/4 ton AC unit in for den and laundry room. No change in use, occupancy, or egress."
121865080,Manhattan,392,CENTRAL PARK WEST,1833,7503,1055287,A2,107,,2014-07-09,65000.0,0,,,0,R7-2,"MODIFICATION TO INTERIOR PARTITIONS ALONG WITH RELATED PLUMBING WORK RELATED TO THE RENOVATION OF APARTMENT 19X. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
121844718,Manhattan,52,EAST 78TH STREET,1392,46,1041832,A2,108,,2014-01-13,44000.0,0,,,0,R8B,"COMINATION OF APARTMENT #4C AND #4D. APARTMENTS COMBINED IN COMPLIANCE WITH TPPN 3/97. NO CHANGE IN USE, EGRESS OR OCCCPANCY."
120252001,Manhattan,241,WEST 97 STREET,1869,7503,1086955,A2,107,,2010-02-19,85000.0,0,,,0,R9A,"RENOVATION IN APARTMENT 9K. REMOVE AND REPLACE EXISTING FIXTURES, UPGRADE FINISHES, FLOORS AND WALLS.NO CHANGE IN USE , EGRESS OR OCCUPANCY."
140143217,Manhattan,358,WEST 45TH STREET,1035,59,1024999,A2,104,,2016-12-23,42000.0,0,,,0,C6-2,"REMOVAL OF INTERIOR NONBEARING PARTITIONS, FIXTURES, FINISHES,  &amp; CASEWORK AND INSTALLATION OF NEW NONBEARING PARTITIONS,  FIXTURES, FINISHES &amp; CASEWORK TO RENOVATE APARTMENT 3B"
123167848,Manhattan,510,W 148 ST,2079,41,1061992,A2,109,,2018-03-15,57000.0,0,,,0,R6A,"INTERIOR RENOVATION OF AN EXISTING APARTMENT (#6) ON SECOND FLOOR ALL AS PER PLANS SUBMITTED. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
121866677,Manhattan,325,RIVERSIDE DRIVE,1891,35,1057225,A2,107,,2013-12-12,55000.0,0,,,0,R8,"REFURBISH, RECONDITION, REMODEL AS PER PROPOSED PLAN AT APARTMENT #2. NO CHANGE IN USE, OCCUPANCY AND EGRESS"
120514755,Manhattan,630,EAST 9TH STREET,391,22,1004745,A2,103,,2011-01-19,80000.0,0,,,0,R8B,"APARTMENT RENOVATION WORK TO INCLUDE KITCHEN AND BATHROOM MODIFICATIONS, PARTITION, CEILING, AND DOOR WORK AS INDICATED ON PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
121845655,Manhattan,436,WEST 52 STREET,1061,51,1026730,A2,104,,2014-02-05,70000.0,0,,,0,R8,"RENOVATION OF EXISTING APARTMENT 8D ON 4TH FLOOR, 2 NEW METAL BALCONIES FACING REAR. PARTITION AND PLUMBING WORK AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
140143725,Manhattan,82,WASHINGTON PLACE,552,10,1008870,A2,102,,2014-01-07,43000.0,0,,,0,R7-2,"INTERIOR RENOVATION OF APARTMENT 4E,INCLUDING GENERAL  CONSTRUCTION &amp; PLUMBING WORK TYPES. NO CHANGE IN USE,MEANS OF  EGRESS AND/OR OCCUPANCY.ALL AS PER PLANS FILED HEREWITH"
123209606,Manhattan,304,WEST 75 STREET,1184,87,1031010,A2,107,,2018-04-09,55000.0,0,,,0,R8B,"RENOVATION AND COMBINATION OF APARTMENT 9B AND 9C AS PER TPPN#3/97. ARCHITECTU RAL AND PLUMBING WORK AS PER PLANS. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
102526571,Manhattan,69,MURRAY STREET,132,3,1001420,A2,101,,2001-09-20,75000.0,0,,,0,C6-2A,"RENOVATIONOF APARTMENT WITH DEMOLITION CONTRUCTION OF INTERIOR PARTITTION AND IN STALLATION OF NEW PLUMBING FIXTURES ALL AS SHOWN ON DRAWINGS FILED HEREWITH. REP LACE EXISTING FIRE PLACE CHIMNEY, NEW EXHAUST FAN. DRYWALL CEILING &amp; HARDWOOD FL OORS."
321154451,Brooklyn,320,CORTELYOU ROAD,5387,7,3126676,A2,312,,2016-02-29,65000.0,0,,,0,R6A,"RENOVATE APARTMENTS ON SECOND AND THIRD FLOOR AS PER PLANS FILED. MINOR DEMOLITION OF  INTERIOR NON BEARING PARTITIONS, INSTALLATION OF NEW PARTITIONS,FINISHES AND MINOR PLUMBING WORK"
420130487,Queens,61-17,163 STREET,6761,26,4146968,A1,408,,2010-04-02,50000.0,2849,,,0,R4,CONVERT EXISTING TWO FAMILY DWELLING UNIT INTO THREE CLASS 'A' APARTMENTS. INSTALL AND RELOCATE PLUMBING FIXTURES AND KITCHEN EQUIPMENT. OBTAIN NEW C OF O.
121868176,Manhattan,700,WASHINGTON STREET,637,25,1011998,A2,102,,2014-07-21,45000.0,0,,,0,C1-6A,"FILING TO RENOVATE APT #3A WITH INTERIOR PARTITION CHANGES FOR CLOSET SPACES AND MINOR PLUMBING WORK TO WALK-UP APARTMENT AS PER PLANS FILED HEREWITH.  NO CHANGE IN USE, EGRESS, OR OCCUAPNCY UNDER THIS APPLICATION.  THANK YOU."
102527598,Manhattan,170,EAST   78 STREET,1412,7501,1077853,A2,108,,2001-12-21,59000.0,0,,,0,R8B,"Renovation of exisiting supers apartment on basement level. New bath, new kitche n, new bedroom. All work as per plans filed herewith. No change to occupancy use or egress."
121871643,Manhattan,140,WEST END AVE,1158,7504,1070711,A2,107,,2014-01-28,85000.0,0,,,0,R8,"HEREWITH THIS APPLICATION IS BEING SUBMITTED FOR A PROPOSED APARTMENT RENOVATION, CONSISTING OF GENERAL CONSTRUCTION AND PLUMBING WORK. NO CHANGE TO USE, OCCUPANCY,OR EGRESS."
102528150,Manhattan,285,CENTRAL PARK WEST,1202,36,1031514,A2,107,,2001-06-18,50000.0,0,,,0,R10A,"Interior renovation to include minor dem OLITION AND NEW PARTITIONS, APARTMENTS ARE BEING COMBINED AS SHOWN ON PLANS FILED HEREWITH.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
102528196,Manhattan,69,WASHINGTON PLACE,552,63,1008895,A2,102,,2002-06-14,60000.0,0,,,0,R7-2,"COMBINE TWO APARTMENTS (#4 &amp; #5) INTO ONE UNDER TPPN 3/97. NEW CONVENIENCE STAIR,MINOR PARTITION AND PLUMBING WORK. NO CHANGE IN EGRESS,USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION."
121856303,Manhattan,61,IRVING PLACE,873,59,1017858,A2,105,,2014-03-04,79000.0,0,,,0,R8A,INTERIOR RENOVATIONS OF APARTMENT 6C AS PER PLANS FILED HEREWITH. NO CHANGE TO OCCUPANCY USE OR EGRESS UNDER THIS APPLICATION.
120518699,Manhattan,104,WEST   70 STREET,1141,7501,1029665,A2,107,,2011-03-25,76000.0,0,,,0,C1-8A,"INTERIOR RENOVATION OF APARTMENT #10C. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
140734285,Manhattan,44,WEST 106 STREET,1841,7502,1086062,A2,107,,2018-04-02,50000.0,0,,,0,R8,"MINOR ALTERATIONS TO AN EXISTING APARTMENT  NO CHANGE IN USE , NO CHANGE IN OCCUPANCY"
421170191,Queens,89-18,ASTORIA BLVD,1363,11,4032388,A2,403,,2017-03-06,60000.0,5306,Y,,149,R6B,"FILING OF PARTIAL SECOND FLOOR HORIZONTAL ADDITION TO AN EXISTING APARTMENT. NO CHANGE OF USE,OCCUPANCY OR EGRESS OF ANY KIND._EXTENDED TERRACE ON THIRD FL OOR"
123149280,Manhattan,253,WEST 72 STREET,1164,5,1030507,A2,107,,2018-02-09,70000.0,0,,,0,C4-6A,COMBINE APARTMENTS 610 AND 611 WITH INTERIOR RENOVATIONS.
121873703,Manhattan,600,WEST 186 STREET,2166,44,1063969,A2,112,,2014-03-05,56000.0,0,,,0,R7-2,"PROPOSED MINOR INTERIOR RENOVATION TO EXISTING APARTMENTS. INSTALL CLOSET ,NON-BEARING PARTITIONS AND FLOORING. NO CHANGE TO USE EGRESS OR OCCUPANCY"
120519135,Manhattan,440,EAST 62 STREET,1456,26,1045286,A2,108,,2010-11-17,63000.0,0,,,0,C1-9,"TERRACE RESTORATION FOR APARTMENTS 18A AND 18D. NO CHANGE IN EGRESS, USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION."
121839831,Manhattan,325,WEST 21ST STREET,745,21,1013296,A2,104,,2014-02-19,69000.0,0,,,0,R7B,"RENOVATION OF EXISTING APARTMENT #12 ON THE 3RD FLOOR. WORK INCLUDES GENERAL CONSTRUCTION AND PLUMBING MODIFICATIONS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
121849312,Manhattan,203,WEST 87TH STREET,1235,26,1033208,A2,107,,2014-03-11,75000.0,0,,,0,R8,COMBINATION OF EXISTING APARTMENTS 6 AND 7 WITH SOME PARTITION AND PLUMBING WORK TO BE DONE. NO CHANGE OF USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION.
123189156,Manhattan,71,BARROW STREET,584,59,1009849,A2,102,,2018-07-06,41000.0,0,,,0,R6,"RENOVATE APARTMENT 2 ON THE FIRST FLOOR. PARTITION AND FINISH WORK. RELATED PLUMBING WORK. NO CHANGE TO USE, OCCUPANCY OR EGRESS."
121767436,Manhattan,115,MULBERRY STREET,206,22,1079550,A2,102,,2013-10-25,60000.0,0,,,0,C6-2G,"COMBINING AND RENOVATION OF EXISTING APARTMENTS 1A AND 1AR ON FIRST FLOOR OF THE REAR BUILDING. PARTITION AND PLUMBING WORK AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
120522942,Manhattan,854,WEST 181 STREET,2177,118,1064301,A2,112,,2011-05-24,40000.0,0,,,0,R7-2,"NOTE: APPLICATION TO BE FILED USING DR-14, AS PER TPPN#3/97 FOR THE COMBINING OF APARTMENTS TO CREATE A LARGER RESIDENTIAL UNIT WITH OUT AFFECTING THE CERTIFICATE OF OCCUPANCY, NO CHANGE IN USE OCCUPANCY OR EGRESS."
140147071,Manhattan,345,WEST 14 STREET,738,7504,1013007,A2,104,,2014-01-17,40000.0,0,,,0,C6-2A,"INTERIOR RENOVATION OF AN EXISTING APARTMENT PHB ON THE 10TH FLOOR. NO CHANGE OF USE, EGRESS OR OCCUPANCY."
140736666,Manhattan,500,GRAND STREET,331,65,1004065,A2,103,,2018-02-20,80000.0,0,,,0,R7-2,"RENOVATION OF KITCHEN/BATH IN APARTMENT 9A TO INCLUDE MINOR REMOVAL AND INSTALLATION OF NON-LOAD BEARING PARTITIONS AND INSTALLATION OF NEW FINISHES. MINOR PLUMBING WORK AS PER SCHEDULE B AND PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
120527947,Manhattan,360,EAST 65TH STREET,1439,30,1044696,A2,108,,2010-11-30,40000.0,0,,,0,C1-9,"THIS APPLICATION IS BEING FILED FOR INTERIOR RENOVATION AND MINOR PLUMBING WORK IN APARTMENT 7E AT THE SUBJECT PREMISES AS PER PLANS SUBMITTED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
121662343,Manhattan,165,EAST 72ND STREET,1407,33,1042850,A2,108,,2014-02-28,40000.0,0,,,0,R10A,"APARTMENT RENOVATION OF APT 2M. REMOVE AND INSTALL NON LOAD BEARING PARTITION, REFINISH EXISTING WOOD FLOOR, MODIFY PLUMBING FIXTURES AS SHOWN IN PLANS. NO CHANGE IN EGRESS, NO CHANGE IN OCCUPANCY OR USE."
120529570,Manhattan,126,EAST 4TH STREET,445,29,1006175,A2,103,,2010-12-09,45000.0,0,,,0,R8B,"COMBINE APARTMENTS 17 &amp; 18: MINOR PARTITION AND PLUMBING WORK. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
120529794,Manhattan,40,EAST 84TH STREET,1495,49,1046787,A2,108,,2011-01-18,55000.0,0,,,0,C5-1,"RENOVATION OF EXISTING APARTMENT 11D ON FLOOR 11. ARCHITECTURAL WORK. NO CHANGE OF USE, OCCUPANCY, OR EGRESS."
120525440,Manhattan,2,HORATIO STREET,616,7501,1067567,A2,102,,2011-03-08,45000.0,0,,,0,C1-6,"RENOVATION OF EXISTING APARTMENT 6S ON THE 6TH FLOOR. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
121663574,Manhattan,179,GRAND STREET,236,7501,1003071,A2,102,,2014-02-18,55000.0,0,,,0,C6-2G,"INTERIOR RENOVATION ON 3RD FLOOR APARTMENT#3G; PARTITION AND PLUMBING WORK INVOLVED. NO CHANGE TO USE, OCCUPANCY OR EGRESS."
102532430,Manhattan,120,EAST   87 STREET,1515,7502,1047955,A2,108,,2002-10-03,60000.0,0,,,0,C5-1A,"COMBINATION OF APARTMENTS R8A &amp; R8B ON THE 8TH FLOOR, REMOVING 1 KITCHEN, CONSTRUCT NEW STORAGE MEZZ. RELOCATE PLUMBING FIXTURE, ALL AS PER PLAN. NO CHANGE IN USE EGRESS OR OCCUPANCY."
120529829,Manhattan,570,GRAND STREET,321,1,1083419,A2,103,,2010-11-16,70000.0,0,,,0,R7-2,INTERIOR PARTITION AND FIXTURE WORK IN ASSOCIATION THE MERGER OF APARTMENTS H1606 AND H1607.
121663912,Manhattan,320,WEST 76TH STREET,1185,32,1031033,A2,107,,2014-01-31,60000.0,0,,,0,R8B,"MODIFICATION TO INTERIOR PARTITIONS ALONG WITH RELATED PLUMBING WORK RELATED TO THE RENOVATION OF APARTMENT 11B. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
120528072,Manhattan,448,WEST 37TH STREET,734,7501,1012896,A2,104,,2011-01-12,60000.0,0,,,0,R8A,"INTERIOR RENOVATION OF APARTMENT 10E WITH ASSOCIATED PLUMBING WORK AS PER PLANS SUBMITTED HEREWITH.  NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
102533153,Manhattan,201,EAST   21 STREET,902,1,1019633,A2,106,,2002-05-30,45000.0,0,,,0,C1-9A,"Combine two apartments on the 7th floor. Minor interior demolition and construction of non rated partitions. No change to use, egress or occupancy."
102533260,Manhattan,65,WEST   13 STREET,577,1,1009706,A2,102,,2002-08-21,40000.0,0,,,0,C6-2,"Minor renovation to existing apartment to include new finishes, minor plumbing work as shown.  No change in use, egress or occupancy."
121846949,Manhattan,530E,GRAND STREET,331,120,1076783,A2,103,,2014-01-06,70000.0,0,,,0,R7-2,"REMOVAL OF MINOR INTERIOR NON BEARING PARTITIONS, NEW MINOR PARTITIONS FOR RENOVATION AND COMBINATION OF EXISTING APARTMENTS 7B AND 7C. CAP OFF GAS IN FORMER KITCHEN IN APARTMENT 7B. PLUMBING AS PER PLANS. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
102533377,Manhattan,20,WEST   64 STREET,1116,7501,1027472,A2,107,,2001-05-17,61000.0,0,,,0,R8,"Interior renovation of existing apartment. Partition work, plumbing work and minor mechanical work. No change of use, occupancy, or egress."
102533386,Manhattan,22,WEST   26 STREET,827,60,1015627,A2,105,,2001-06-01,65000.0,0,,,0,M1-6,"Renovate an existing apartment. Misc. partitions and replacement of some plumbing fixtures. No change to use, egress or occupancy."
102533545,Manhattan,171,DUANE STREET,143,8,1001545,A1,101,,2002-12-16,55000.0,0,,,0,C6-2A,"This project involves the renovation of an existing apartment, including architectural, plumbing and mechanical work, including the addition of thee (3) new habitable rooms."
120533681,Manhattan,66,MADISON AVENUE,857,18,1016888,A2,105,,2011-01-31,64000.0,0,,,0,C5-2,"MINOR INTERIOR RENOVATION TO COMBINE APARTMENTS AS PER TPPN #3/97 INCLUDING INSTALLATION OF NON-LOAD BEARING PARTITIONS, PLUMBING FIXTURES, AND INTERIOR DOORS. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
102534027,Manhattan,64,WEST   11 STREET,574,11,1085657,A2,102,,2002-02-08,85000.0,0,,,0,R6,"Interior renovation of an existing residential apartment.  General construction to include minor partition changes &amp; minor plumbing work.  No change of use, egress or occupancy under this application."
102534438,Manhattan,50,EAST   77 STREET,1391,54,1041804,A2,108,,2001-07-31,52000.0,0,,,0,C5-1,For renovation of existing duplex apartment including mechanical and plumbing work as per plans herewith.       No change in use egress or occupancy.
320242466,Brooklyn,286,BLEEKER STREET,3309,17,3075708,A2,304,,2011-08-01,66000.0,0,,,0,R6,"RELOCATE KITCHENS AND BATHROOMS IN 6 APARTMENTS ON THE 1ST,2ND AND 3RD FLOORS. NO CHANGE IN USE EGRESS OR OCCUPANCY"
123359695,Manhattan,420,EAST 55TH. STREET,1366,16,1086869,A2,106,,2018-05-09,60000.0,0,,,0,R10,"REMODEL APARTMENT 9D ON THE 9TH FLOOR, NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
